product_id,category,sub_category,product_name
"Furniture_Furnishings_Executive Impressions 14" Contract Wall Clock",Furniture,Furnishings,"Executive Impressions 14" Contract Wall Clock"
"Office Supplies_Appliances_Belkin 7 Outlet SurgeMaster II","Office Supplies",Appliances,"Belkin 7 Outlet SurgeMaster II"
"Office Supplies_Paper_Xerox 218","Office Supplies",Paper,"Xerox 218"
"Furniture_Furnishings_Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
"Office Supplies_Art_Model L Table or Wall-Mount Pencil Sharpener","Office Supplies",Art,"Model L Table or Wall-Mount Pencil Sharpener"
"Technology_Phones_ClearOne CHATAttach 160 - speaker phone",Technology,Phones,"ClearOne CHATAttach 160 - speaker phone"
"Technology_Accessories_Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ",Technology,Accessories,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver "
"Office Supplies_Art_Newell 32","Office Supplies",Art,"Newell 32"
"Office Supplies_Appliances_Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies",Appliances,"Belkin F9G930V10-GRY 9 Outlet Surge"
"Technology_Accessories_Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",Technology,Accessories,"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset"
"Office Supplies_Paper_Xerox 1968","Office Supplies",Paper,"Xerox 1968"
"Office Supplies_Binders_Self-Adhesive Ring Binder Labels","Office Supplies",Binders,"Self-Adhesive Ring Binder Labels"
"Furniture_Chairs_Global Leather Executive Chair",Furniture,Chairs,"Global Leather Executive Chair"
"Office Supplies_Binders_GBC Recycled Grain Textured Covers","Office Supplies",Binders,"GBC Recycled Grain Textured Covers"
"Office Supplies_Paper_Xerox 1941","Office Supplies",Paper,"Xerox 1941"
"Technology_Accessories_Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,"Razer Kraken PRO Over Ear PC and Music Headset"
"Technology_Accessories_Kingston Digital DataTraveler 32GB USB 2.0",Technology,Accessories,"Kingston Digital DataTraveler 32GB USB 2.0"
"Office Supplies_Fasteners_Advantus Plastic Paper Clips","Office Supplies",Fasteners,"Advantus Plastic Paper Clips"
"Office Supplies_Supplies_Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies",Supplies,"Acme Forged Steel Scissors with Black Enamel Handles"
"Office Supplies_Envelopes_Security-Tint Envelopes","Office Supplies",Envelopes,"Security-Tint Envelopes"
"Furniture_Chairs_Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black"
"Office Supplies_Appliances_Fellowes Smart Surge Ten-Outlet Protector, Platinum","Office Supplies",Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum"
"Technology_Phones_Pyle PMP37LED",Technology,Phones,"Pyle PMP37LED"
"Technology_Phones_Clarity 53712",Technology,Phones,"Clarity 53712"
"Office Supplies_Art_Boston 16801 Nautilus Battery Pencil Sharpener","Office Supplies",Art,"Boston 16801 Nautilus Battery Pencil Sharpener"
"Office Supplies_Appliances_Holmes Replacement Filter for HEPA Air Cleaner, Large Room","Office Supplies",Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
"Technology_Machines_Zebra GX420t Direct Thermal/Thermal Transfer Printer",Technology,Machines,"Zebra GX420t Direct Thermal/Thermal Transfer Printer"
"Office Supplies_Binders_GBC ProClick Punch Binding System","Office Supplies",Binders,"GBC ProClick Punch Binding System"
"Office Supplies_Paper_Adams Telephone Message Books, 5 1/4 x 11","Office Supplies",Paper,"Adams Telephone Message Books, 5 1/4 x 11"
"Office Supplies_Art_Newell 335","Office Supplies",Art,"Newell 335"
"Furniture_Bookcases_O'Sullivan 3-Shelf Heavy-Duty Bookcases",Furniture,Bookcases,"O'Sullivan 3-Shelf Heavy-Duty Bookcases"
"Office Supplies_Binders_Fellowes Binding Cases","Office Supplies",Binders,"Fellowes Binding Cases"
"Office Supplies_Binders_Ibico Plastic and Wire Spiral Binding Combs","Office Supplies",Binders,"Ibico Plastic and Wire Spiral Binding Combs"
"Office Supplies_Supplies_Acme Preferred Stainless Steel Scissors","Office Supplies",Supplies,"Acme Preferred Stainless Steel Scissors"
"Office Supplies_Labels_Avery 486","Office Supplies",Labels,"Avery 486"
"Furniture_Furnishings_Linden 10" Round Wall Clock, Black",Furniture,Furnishings,"Linden 10" Round Wall Clock, Black"
"Technology_Accessories_Maxell DVD-RAM Discs",Technology,Accessories,"Maxell DVD-RAM Discs"
"Office Supplies_Art_DIXON Oriole Pencils","Office Supplies",Art,"DIXON Oriole Pencils"
"Office Supplies_Paper_Xerox 202","Office Supplies",Paper,"Xerox 202"
"Office Supplies_Paper_Xerox 1884","Office Supplies",Paper,"Xerox 1884"
"Office Supplies_Supplies_Acme Box Cutter Scissors","Office Supplies",Supplies,"Acme Box Cutter Scissors"
"Office Supplies_Storage_Staple magnet","Office Supplies",Storage,"Staple magnet"
"Office Supplies_Art_Deluxe Chalkboard Eraser Cleaner","Office Supplies",Art,"Deluxe Chalkboard Eraser Cleaner"
"Technology_Accessories_Logitech MX Performance Wireless Mouse",Technology,Accessories,"Logitech MX Performance Wireless Mouse"
"Office Supplies_Art_Newell 337","Office Supplies",Art,"Newell 337"
"Technology_Phones_Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
"Office Supplies_Labels_Avery 482","Office Supplies",Labels,"Avery 482"
"Furniture_Furnishings_Howard Miller 11-1/2" Diameter Ridgewood Wall Clock",Furniture,Furnishings,"Howard Miller 11-1/2" Diameter Ridgewood Wall Clock"
"Office Supplies_Labels_Avery 483","Office Supplies",Labels,"Avery 483"
"Office Supplies_Binders_Large Capacity Hanging Post Binders","Office Supplies",Binders,"Large Capacity Hanging Post Binders"
"Office Supplies_Binders_GBC Ibimaster 500 Manual ProClick Binding System","Office Supplies",Binders,"GBC Ibimaster 500 Manual ProClick Binding System"
"Office Supplies_Paper_Southworth 100% Cotton The Best Paper","Office Supplies",Paper,"Southworth 100% Cotton The Best Paper"
"Office Supplies_Paper_Xerox 1910","Office Supplies",Paper,"Xerox 1910"
"Technology_Accessories_Logitech G19 Programmable Gaming Keyboard",Technology,Accessories,"Logitech G19 Programmable Gaming Keyboard"
"Office Supplies_Binders_Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Light Blue","Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Light Blue"
"Office Supplies_Binders_Lock-Up Easel 'Spel-Binder'","Office Supplies",Binders,"Lock-Up Easel 'Spel-Binder'"
"Furniture_Furnishings_Dax Clear Box Frame",Furniture,Furnishings,"Dax Clear Box Frame"
"Office Supplies_Binders_Fellowes Black Plastic Comb Bindings","Office Supplies",Binders,"Fellowes Black Plastic Comb Bindings"
"Office Supplies_Storage_Eldon Shelf Savers Cubes and Bins","Office Supplies",Storage,"Eldon Shelf Savers Cubes and Bins"
"Technology_Accessories_Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ",Technology,Accessories,"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand "
"Office Supplies_Paper_Ampad Poly Cover Wirebound Steno Book, 6" x 9" Assorted Colors, Gregg Ruled","Office Supplies",Paper,"Ampad Poly Cover Wirebound Steno Book, 6" x 9" Assorted Colors, Gregg Ruled"
"Office Supplies_Art_Fluorescent Highlighters by Dixon","Office Supplies",Art,"Fluorescent Highlighters by Dixon"
"Technology_Phones_Nortel Networks T7316 E Nt8 B27",Technology,Phones,"Nortel Networks T7316 E Nt8 B27"
"Office Supplies_Binders_Binding Machine Supplies","Office Supplies",Binders,"Binding Machine Supplies"
"Office Supplies_Paper_Things To Do Today Pad","Office Supplies",Paper,"Things To Do Today Pad"
"Office Supplies_Binders_Wilson Jones Hanging Recycled Pressboard Data Binders","Office Supplies",Binders,"Wilson Jones Hanging Recycled Pressboard Data Binders"
"Office Supplies_Labels_Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","Office Supplies",Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal"
"Office Supplies_Binders_Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies",Binders,"Deluxe Heavy-Duty Vinyl Round Ring Binder"
"Office Supplies_Paper_Xerox 1923","Office Supplies",Paper,"Xerox 1923"
"Office Supplies_Paper_Xerox 1931","Office Supplies",Paper,"Xerox 1931"
"Furniture_Bookcases_Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled"
"Technology_Phones_Gear Head AU3700S Headset",Technology,Phones,"Gear Head AU3700S Headset"
"Office Supplies_Binders_Wilson Jones Legal Size Ring Binders","Office Supplies",Binders,"Wilson Jones Legal Size Ring Binders"
"Technology_Phones_Polycom CX600 IP Phone VoIP phone",Technology,Phones,"Polycom CX600 IP Phone VoIP phone"
"Technology_Accessories_Maxell iVDR EX 500GB Cartridge",Technology,Accessories,"Maxell iVDR EX 500GB Cartridge"
"Office Supplies_Storage_Fellowes High-Stak Drawer Files","Office Supplies",Storage,"Fellowes High-Stak Drawer Files"
"Furniture_Tables_Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
"Office Supplies_Storage_Acco Perma 4000 Stacking Storage Drawers","Office Supplies",Storage,"Acco Perma 4000 Stacking Storage Drawers"
"Technology_Accessories_Maxell 4.7GB DVD-R",Technology,Accessories,"Maxell 4.7GB DVD-R"
"Technology_Phones_OtterBox Commuter Series Case - iPhone 5 & 5s",Technology,Phones,"OtterBox Commuter Series Case - iPhone 5 & 5s"
"Office Supplies_Appliances_Kensington 4 Outlet MasterPiece Compact Power Control Center","Office Supplies",Appliances,"Kensington 4 Outlet MasterPiece Compact Power Control Center"
"Office Supplies_Paper_Xerox 1985","Office Supplies",Paper,"Xerox 1985"
"Technology_Accessories_Hypercom P1300 Pinpad",Technology,Accessories,"Hypercom P1300 Pinpad"
"Office Supplies_Art_Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set","Office Supplies",Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
"Office Supplies_Paper_RSVP Cards & Envelopes, Blank White, 8-1/2" X 11", 24 Cards/25 Envelopes/Set","Office Supplies",Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2" X 11", 24 Cards/25 Envelopes/Set"
"Office Supplies_Paper_Wirebound Message Books, 2 7/8" x 5", 3 Forms per Page","Office Supplies",Paper,"Wirebound Message Books, 2 7/8" x 5", 3 Forms per Page"
"Office Supplies_Binders_JM Magazine Binder","Office Supplies",Binders,"JM Magazine Binder"
"Office Supplies_Paper_Xerox 213","Office Supplies",Paper,"Xerox 213"
"Office Supplies_Appliances_Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies",Appliances,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection"
"Office Supplies_Paper_Message Book, Standard Line "While You Were Out", 5 1/2" X 4", 200 Sets/Book","Office Supplies",Paper,"Message Book, Standard Line "While You Were Out", 5 1/2" X 4", 200 Sets/Book"
"Office Supplies_Binders_Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue","Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue"
"Office Supplies_Storage_Standard Rollaway File with Lock","Office Supplies",Storage,"Standard Rollaway File with Lock"
"Office Supplies_Binders_Avery Trapezoid Extra Heavy Duty 4" Binders","Office Supplies",Binders,"Avery Trapezoid Extra Heavy Duty 4" Binders"
"Furniture_Tables_Bevis Boat-Shaped Conference Table",Furniture,Tables,"Bevis Boat-Shaped Conference Table"
"Furniture_Furnishings_Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
"Furniture_Tables_Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
"Office Supplies_Paper_Xerox 210","Office Supplies",Paper,"Xerox 210"
"Office Supplies_Binders_Avery Durable Slant Ring Binders","Office Supplies",Binders,"Avery Durable Slant Ring Binders"
"Office Supplies_Paper_Universal Ultra Bright White Copier/Laser Paper, 8 1/2" x 11", Ream","Office Supplies",Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2" x 11", Ream"
"Furniture_Furnishings_Luxo Professional Combination Clamp-On Lamps",Furniture,Furnishings,"Luxo Professional Combination Clamp-On Lamps"
"Office Supplies_Binders_Zipper Ring Binder Pockets","Office Supplies",Binders,"Zipper Ring Binder Pockets"
"Office Supplies_Labels_Avery File Folder Labels","Office Supplies",Labels,"Avery File Folder Labels"
"Office Supplies_Labels_Color-Coded Legal Exhibit Labels","Office Supplies",Labels,"Color-Coded Legal Exhibit Labels"
"Office Supplies_Paper_Xerox 212","Office Supplies",Paper,"Xerox 212"
"Office Supplies_Paper_Computer Printout Paper with Letter-Trim Fine Perforations","Office Supplies",Paper,"Computer Printout Paper with Letter-Trim Fine Perforations"
"Office Supplies_Storage_Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","Office Supplies",Storage,"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers"
"Furniture_Furnishings_DAX Black Cherry Wood-Tone Poster Frame",Furniture,Furnishings,"DAX Black Cherry Wood-Tone Poster Frame"
"Office Supplies_Binders_Wilson Jones Easy Flow II Sheet Lifters","Office Supplies",Binders,"Wilson Jones Easy Flow II Sheet Lifters"
"Office Supplies_Paper_Xerox 188","Office Supplies",Paper,"Xerox 188"
"Office Supplies_Art_BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","Office Supplies",Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
"Technology_Phones_Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",Technology,Phones,"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)"
"Office Supplies_Envelopes_#10- 4 1/8" x 9 1/2" Recycled Envelopes","Office Supplies",Envelopes,"#10- 4 1/8" x 9 1/2" Recycled Envelopes"
"Technology_Machines_Wasp CCD Handheld Bar Code Reader",Technology,Machines,"Wasp CCD Handheld Bar Code Reader"
"Office Supplies_Binders_Acco Suede Grain Vinyl Round Ring Binder","Office Supplies",Binders,"Acco Suede Grain Vinyl Round Ring Binder"
"Office Supplies_Art_Bulldog Table or Wall-Mount Pencil Sharpener","Office Supplies",Art,"Bulldog Table or Wall-Mount Pencil Sharpener"
"Office Supplies_Paper_Xerox 1979","Office Supplies",Paper,"Xerox 1979"
"Office Supplies_Binders_Fellowes PB300 Plastic Comb Binding Machine","Office Supplies",Binders,"Fellowes PB300 Plastic Comb Binding Machine"
"Technology_Phones_Plantronics Voyager Pro Legend",Technology,Phones,"Plantronics Voyager Pro Legend"
"Office Supplies_Envelopes_Laser & Ink Jet Business Envelopes","Office Supplies",Envelopes,"Laser & Ink Jet Business Envelopes"
"Office Supplies_Storage_Portable Personal File Box","Office Supplies",Storage,"Portable Personal File Box"
"Furniture_Furnishings_Magna Visual Magnetic Picture Hangers",Furniture,Furnishings,"Magna Visual Magnetic Picture Hangers"
"Technology_Accessories_Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System"
"Office Supplies_Storage_Fellowes Super Stor/Drawer Files","Office Supplies",Storage,"Fellowes Super Stor/Drawer Files"
"Office Supplies_Binders_UniKeep View Case Binders","Office Supplies",Binders,"UniKeep View Case Binders"
"Furniture_Furnishings_Eldon Delta Triangular Chair Mat, 52" x 58", Clear",Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52" x 58", Clear"
"Office Supplies_Storage_Project Tote Personal File","Office Supplies",Storage,"Project Tote Personal File"
"Technology_Accessories_Enermax Acrylux Wireless Keyboard",Technology,Accessories,"Enermax Acrylux Wireless Keyboard"
"Furniture_Furnishings_G.E. Halogen Desk Lamp Bulbs",Furniture,Furnishings,"G.E. Halogen Desk Lamp Bulbs"
"Technology_Phones_OtterBox Commuter Series Case - Samsung Galaxy S4",Technology,Phones,"OtterBox Commuter Series Case - Samsung Galaxy S4"
"Office Supplies_Storage_Iceberg Mobile Mega Data/Printer Cart ","Office Supplies",Storage,"Iceberg Mobile Mega Data/Printer Cart "
"Office Supplies_Art_Staples in misc. colors","Office Supplies",Art,"Staples in misc. colors"
"Furniture_Chairs_Global Comet Stacking Arm Chair",Furniture,Chairs,"Global Comet Stacking Arm Chair"
"Technology_Machines_Cisco SPA525G2 5-Line IP Phone",Technology,Machines,"Cisco SPA525G2 5-Line IP Phone"
"Office Supplies_Envelopes_Peel & Seel Envelopes","Office Supplies",Envelopes,"Peel & Seel Envelopes"
"Office Supplies_Binders_GBC Plastic Binding Combs","Office Supplies",Binders,"GBC Plastic Binding Combs"
"Office Supplies_Paper_Xerox 2","Office Supplies",Paper,"Xerox 2"
"Office Supplies_Paper_Xerox 1935","Office Supplies",Paper,"Xerox 1935"
"Technology_Phones_Cyber Acoustics AC-202b Speech Recognition Stereo Headset",Technology,Phones,"Cyber Acoustics AC-202b Speech Recognition Stereo Headset"
"Technology_Phones_Cisco SPA508G",Technology,Phones,"Cisco SPA508G"
"Office Supplies_Labels_Avery 514","Office Supplies",Labels,"Avery 514"
"Office Supplies_Paper_Southworth 25% Cotton Granite Paper & Envelopes","Office Supplies",Paper,"Southworth 25% Cotton Granite Paper & Envelopes"
"Furniture_Furnishings_Eldon Advantage Chair Mats for Low to Medium Pile Carpets",Furniture,Furnishings,"Eldon Advantage Chair Mats for Low to Medium Pile Carpets"
"Office Supplies_Binders_Aluminum Screw Posts","Office Supplies",Binders,"Aluminum Screw Posts"
"Office Supplies_Art_Newell 336","Office Supplies",Art,"Newell 336"
"Technology_Accessories_Maxell 4.7GB DVD+RW 3/Pack",Technology,Accessories,"Maxell 4.7GB DVD+RW 3/Pack"
"Furniture_Bookcases_Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
